age,numberChildren,incomeRating,wealthRating,mailOrderPurchases,totalGivingAmount,numberGifts,smallestGiftAmount,largestGiftAmount,averageGiftAmount,yearsSinceFirstDonation,monthsSinceLastDonation,inHouseDonor,plannedGivingDonor,sweepstakesDonor,P3Donor,state,urbanicity,socioEconomicStatus,isHomeowner,gender,respondedMailing
58,NA,5,8,4,52,4,10,20,13,2,14,FALSE,FALSE,FALSE,FALSE,KY,rural,average,TRUE,male,FALSE
NA,NA,6,9,0,180,41,2,30,4.3902439024,11,13,FALSE,FALSE,FALSE,FALSE,NC,city,highest,TRUE,female,FALSE
96,NA,6,4,9,502,20,15,30,25.1,11,15,FALSE,FALSE,FALSE,FALSE,CA,city,highest,TRUE,male,FALSE
59,NA,6,8,39,62,11,3,11,5.6363636364,5,14,FALSE,FALSE,FALSE,FALSE,OK,NA,NA,TRUE,female,FALSE
98,NA,1,6,1,165,48,2,5,3.4375,10,14,FALSE,FALSE,FALSE,FALSE,TX,town,average,TRUE,NA,FALSE
NA,NA,5,NA,0,220,25,5,12,8.8,11,18,FALSE,FALSE,FALSE,FALSE,OK,town,average,NA,NA,FALSE
37,NA,6,8,4,15,1,15,15,15,2,20,FALSE,FALSE,FALSE,FALSE,ID,town,highest,TRUE,female,FALSE
NA,NA,5,3,8,128,11,3,20,11.636363636,8,13,FALSE,FALSE,FALSE,FALSE,CA,rural,average,TRUE,female,FALSE
52,NA,NA,NA,0,113,10,5,25,11.3,6,14,FALSE,FALSE,FALSE,FALSE,TX,suburb,highest,NA,female,FALSE
54,NA,7,NA,0,170,4,30,50,42.5,2,16,FALSE,FALSE,FALSE,FALSE,CA,urban,average,TRUE,female,FALSE
62,NA,6,NA,0,45,3,5,20,15,5,18,FALSE,FALSE,FALSE,FALSE,CA,city,highest,TRUE,male,FALSE
NA,NA,NA,NA,0,82,5,5,30,16.4,7,21,FALSE,FALSE,FALSE,FALSE,IA,city,lowest,NA,female,FALSE
NA,NA,2,8,0,100.5,23,1,16,4.3695652174,11,15,FALSE,FALSE,FALSE,FALSE,KS,town,highest,NA,female,FALSE
66,NA,4,NA,0,47,4,10,15,11.75,3,15,FALSE,FALSE,FALSE,FALSE,TN,town,average,TRUE,male,FALSE
74,NA,1,3,0,119,8,10,25,14.875,11,14,FALSE,FALSE,FALSE,FALSE,GA,city,average,TRUE,female,FALSE
NA,NA,5,8,0,25,2,10,15,12.5,2,13,FALSE,FALSE,FALSE,FALSE,CA,suburb,highest,TRUE,female,FALSE
82,NA,3,NA,0,183,31,3,15,5.9032258065,11,12,FALSE,FALSE,FALSE,FALSE,TN,rural,lowest,NA,male,FALSE
50,NA,5,5,30,57,6,5,20,9.5,6,14,FALSE,FALSE,FALSE,FALSE,TX,suburb,average,TRUE,female,FALSE
52,NA,4,5,1,25,2,10,15,12.5,3,14,FALSE,FALSE,FALSE,FALSE,NM,town,average,TRUE,female,FALSE
78,NA,4,7,9,42,4,5,20,10.5,4,17,FALSE,FALSE,FALSE,FALSE,LA,suburb,average,TRUE,female,FALSE
NA,NA,1,8,0,30,2,5,25,15,2,11,FALSE,FALSE,FALSE,FALSE,AZ,suburb,highest,NA,male,TRUE
NA,NA,NA,NA,0,20,1,20,20,20,1,12,FALSE,FALSE,FALSE,FALSE,CA,city,highest,NA,NA,FALSE
76,NA,NA,NA,0,70,7,5,15,10,4,11,FALSE,FALSE,FALSE,FALSE,CA,urban,highest,NA,male,FALSE
NA,NA,7,NA,0,115,9,3,25,12.777777778,6,14,FALSE,FALSE,FALSE,FALSE,KY,town,highest,TRUE,male,FALSE
NA,NA,NA,NA,0,50,2,20,30,25,3,22,FALSE,FALSE,FALSE,FALSE,NV,suburb,highest,NA,male,FALSE
NA,NA,NA,NA,0,99,10,2,20,9.9,10,14,FALSE,FALSE,FALSE,FALSE,GA,rural,average,NA,male,FALSE
55,NA,3,9,5,160,3,50,60,53.333333333,2,20,FALSE,FALSE,FALSE,FALSE,CA,suburb,highest,TRUE,female,FALSE
40,NA,NA,NA,0,68,8,5,12,8.5,3,12,FALSE,FALSE,FALSE,FALSE,WA,city,lowest,NA,female,TRUE
NA,NA,NA,NA,0,37,6,3,10,6.1666666667,2,15,FALSE,FALSE,FALSE,FALSE,NM,town,average,NA,female,FALSE
68,NA,1,1,16,76.31,15,0.31,15,5.0873333333,9,12,FALSE,FALSE,FALSE,FALSE,TX,city,lowest,TRUE,male,FALSE
58,NA,7,8,1,74,8,5,13,9.25,6,14,FALSE,FALSE,FALSE,FALSE,CA,suburb,average,TRUE,female,FALSE
52,NA,NA,NA,0,82,9,3,20,9.1111111111,11,12,FALSE,FALSE,FALSE,FALSE,WA,suburb,highest,NA,NA,FALSE
NA,NA,NA,NA,0,66,7,3,15,9.4285714286,4,14,TRUE,FALSE,FALSE,FALSE,CA,city,highest,NA,female,FALSE
69,NA,5,NA,0,99,14,3,17,7.0714285714,9,14,FALSE,FALSE,FALSE,FALSE,WI,suburb,highest,NA,female,FALSE
52,NA,4,8,0,102,3,25,50,34,3,14,FALSE,FALSE,FALSE,FALSE,NC,town,average,TRUE,male,FALSE
NA,NA,NA,NA,0,138,9,6,22,15.333333333,6,22,FALSE,FALSE,FALSE,FALSE,FL,suburb,highest,NA,male,FALSE
67,NA,NA,NA,0,135,7,10,30,19.285714286,5,17,FALSE,FALSE,FALSE,FALSE,NC,suburb,lowest,NA,female,FALSE
68,NA,3,6,2,67,5,8,18,13.4,7,20,FALSE,FALSE,FALSE,FALSE,FL,town,average,TRUE,male,FALSE
79,NA,3,NA,0,270,15,5,31,18,8,2,TRUE,FALSE,FALSE,FALSE,AL,rural,lowest,TRUE,female,FALSE
NA,NA,5,5,0,69,8,5,10,8.625,2,14,FALSE,FALSE,FALSE,FALSE,AZ,suburb,highest,NA,male,FALSE
NA,1,5,9,2,48,5,3,20,9.6,4,20,FALSE,FALSE,FALSE,FALSE,FL,suburb,highest,TRUE,NA,FALSE
68,NA,5,8,5,75,5,10,20,15,6,17,FALSE,FALSE,FALSE,FALSE,GA,suburb,average,TRUE,male,FALSE
48,1,4,NA,0,33,3,0,15,11,2,0,FALSE,FALSE,TRUE,FALSE,CA,rural,average,TRUE,male,TRUE
NA,NA,NA,NA,0,117,10,5,20,11.7,4,15,FALSE,FALSE,FALSE,FALSE,CA,urban,highest,NA,NA,FALSE
27,NA,5,7,0,100,4,25,25,25,2,15,FALSE,FALSE,FALSE,FALSE,KY,suburb,average,NA,female,FALSE
NA,NA,6,NA,0,110,12,3,15,9.1666666667,7,13,FALSE,FALSE,FALSE,FALSE,CA,suburb,highest,TRUE,female,FALSE
68,NA,1,NA,0,15,1,15,15,15,2,20,FALSE,FALSE,FALSE,FALSE,IL,urban,highest,NA,male,FALSE
61,NA,3,NA,0,80,7,10,14,11.428571429,5,15,FALSE,FALSE,FALSE,FALSE,MN,rural,lowest,NA,male,FALSE
46,NA,5,9,13,68,5,10,16,13.6,3,17,FALSE,FALSE,FALSE,FALSE,TX,suburb,highest,TRUE,female,FALSE
74,NA,1,4,1,84,4,20,23,21,2,11,FALSE,FALSE,FALSE,FALSE,CA,urban,average,TRUE,male,FALSE
NA,NA,NA,NA,0,40,3,10,15,13.333333333,3,19,FALSE,FALSE,FALSE,FALSE,IL,city,average,NA,female,FALSE
NA,NA,NA,NA,0,25,2,5,20,12.5,2,14,FALSE,FALSE,FALSE,FALSE,TX,rural,lowest,NA,female,FALSE
NA,NA,6,9,15,139,11,10,25,12.636363636,11,13,FALSE,FALSE,FALSE,FALSE,NC,city,highest,TRUE,female,FALSE
NA,NA,5,NA,0,86,5,5,25,17.2,6,18,FALSE,FALSE,FALSE,FALSE,NC,city,average,TRUE,male,FALSE
67,NA,3,0,2,130,11,3,45,11.818181818,6,14,FALSE,FALSE,FALSE,FALSE,IN,urban,lowest,TRUE,male,FALSE
42,NA,4,NA,0,105,14,4,11,7.5,11,11,FALSE,FALSE,FALSE,FALSE,AZ,town,lowest,TRUE,female,FALSE
56,1,3,6,2,106,9,5,21,11.777777778,7,15,FALSE,FALSE,FALSE,FALSE,SC,town,average,TRUE,NA,FALSE
NA,NA,NA,NA,0,91,12,2,13,7.5833333333,7,13,FALSE,FALSE,FALSE,FALSE,WY,rural,average,NA,NA,FALSE
67,NA,2,0,0,75,17,3,7,4.4117647059,11,12,FALSE,FALSE,FALSE,FALSE,OR,rural,average,TRUE,female,TRUE
72,NA,3,NA,0,26,2,10,16,13,2,12,FALSE,FALSE,FALSE,FALSE,FL,NA,NA,TRUE,female,FALSE
68,NA,2,NA,0,234,14,5,25,16.714285714,3,20,TRUE,FALSE,FALSE,FALSE,CA,NA,NA,NA,female,FALSE
71,NA,1,7,0,56,4,10,20,14,6,11,FALSE,FALSE,FALSE,FALSE,MO,town,average,NA,female,FALSE
NA,NA,NA,NA,0,74,8,5,25,9.25,6,14,FALSE,FALSE,FALSE,FALSE,IL,suburb,average,NA,male,FALSE
79,NA,2,8,1,94.5,27,1.5,6,3.5,11,14,FALSE,FALSE,FALSE,FALSE,IA,town,average,TRUE,female,FALSE
NA,NA,NA,NA,0,26,4,4,10,6.5,2,14,FALSE,FALSE,FALSE,FALSE,SC,rural,average,NA,female,FALSE
46,1,2,4,10,77,4,10,30,19.25,3,16,FALSE,FALSE,FALSE,FALSE,FL,city,lowest,TRUE,male,FALSE
87,NA,NA,NA,0,150,14,5,18,10.714285714,5,11,TRUE,FALSE,FALSE,FALSE,IN,rural,average,NA,female,FALSE
54,NA,2,NA,0,25,1,25,25,25,1,14,FALSE,FALSE,FALSE,FALSE,SC,rural,average,NA,female,FALSE
NA,NA,NA,NA,0,100,12,5,10,8.3333333333,6,12,FALSE,FALSE,FALSE,FALSE,TX,rural,average,NA,female,FALSE
81,NA,5,4,2,64,15,2,25,4.2666666667,11,14,FALSE,FALSE,FALSE,FALSE,CA,urban,average,TRUE,male,FALSE
70,NA,3,4,13,56,10,2,11,5.6,3,13,FALSE,FALSE,FALSE,FALSE,TX,suburb,average,NA,female,FALSE
62,NA,4,8,0,20,1,20,20,20,1,12,FALSE,FALSE,FALSE,FALSE,TN,suburb,average,TRUE,male,FALSE
NA,NA,3,6,0,20,1,20,20,20,1,17,FALSE,FALSE,FALSE,FALSE,IL,suburb,average,TRUE,male,FALSE
70,NA,4,5,5,222,33,2,10,6.7272727273,9,0,TRUE,FALSE,FALSE,FALSE,NC,town,average,NA,male,FALSE
47,NA,7,9,27,153,13,5,20,11.769230769,6,22,FALSE,FALSE,FALSE,FALSE,IL,suburb,highest,TRUE,female,FALSE
NA,NA,3,NA,0,15,1,15,15,15,1,12,FALSE,FALSE,FALSE,FALSE,CO,rural,average,NA,NA,FALSE
50,NA,NA,NA,0,70,5,5,25,14,3,14,FALSE,FALSE,FALSE,FALSE,MI,suburb,lowest,NA,female,FALSE
79,NA,5,1,31,31,5,5,8,6.2,2,11,FALSE,FALSE,FALSE,FALSE,MI,town,average,TRUE,male,FALSE
NA,NA,NA,NA,0,76,5,10,21,15.2,4,19,FALSE,FALSE,FALSE,FALSE,NY,suburb,highest,NA,male,FALSE
93,NA,2,5,7,119,14,3,13,8.5,11,15,FALSE,FALSE,FALSE,FALSE,WI,city,lowest,TRUE,male,FALSE
NA,NA,5,NA,0,500,37,5,20,13.513513514,10,17,TRUE,FALSE,TRUE,FALSE,TX,rural,average,TRUE,female,FALSE
NA,NA,2,NA,0,250,19,5,17,13.157894737,11,13,FALSE,FALSE,FALSE,FALSE,NC,rural,average,NA,female,FALSE
77,NA,4,NA,0,53,5,5,15,10.6,6,14,FALSE,FALSE,FALSE,FALSE,NC,rural,lowest,NA,male,FALSE
76,NA,1,5,2,244,18,5,25,13.555555556,11,18,FALSE,FALSE,FALSE,FALSE,ND,rural,average,NA,female,FALSE
34,NA,7,8,0,73,4,13,25,18.25,2,13,FALSE,FALSE,FALSE,FALSE,IL,town,highest,TRUE,male,FALSE
51,NA,5,7,0,50,5,5,15,10,5,13,FALSE,FALSE,FALSE,FALSE,MI,rural,average,NA,female,FALSE
80,NA,4,NA,0,62.5,19,1,9.5,3.2894736842,9,11,FALSE,FALSE,FALSE,FALSE,TX,rural,lowest,TRUE,joint,FALSE
77,NA,5,7,20,124,24,3,10,5.1666666667,11,13,FALSE,FALSE,FALSE,FALSE,LA,suburb,average,TRUE,female,FALSE
36,2,3,2,0,25,1,25,25,25,1,13,FALSE,FALSE,FALSE,FALSE,TX,rural,average,TRUE,female,FALSE
80,NA,NA,NA,0,46,5,5,20,9.2,3,4,FALSE,FALSE,FALSE,TRUE,MI,suburb,highest,NA,female,FALSE
NA,NA,NA,NA,0,299,46,3,15,6.5,11,13,FALSE,FALSE,FALSE,FALSE,KY,urban,average,NA,female,FALSE
NA,1,5,1,1,15,1,15,15,15,1,12,FALSE,FALSE,FALSE,FALSE,CO,town,average,TRUE,male,FALSE
NA,NA,NA,NA,0,15,1,15,15,15,2,20,FALSE,FALSE,FALSE,FALSE,CA,suburb,highest,NA,male,FALSE
NA,NA,7,NA,0,103,10,3,14,10.3,10,12,FALSE,FALSE,FALSE,FALSE,CA,city,highest,TRUE,female,FALSE
74,NA,1,6,19,483,10,25,100,48.3,6,2,TRUE,FALSE,FALSE,FALSE,NC,town,average,TRUE,male,FALSE
60,1,2,0,6,20,2,5,15,10,2,14,FALSE,FALSE,FALSE,FALSE,CA,city,lowest,TRUE,female,FALSE
64,NA,6,NA,0,15,1,15,15,15,1,13,FALSE,FALSE,FALSE,FALSE,MN,rural,average,TRUE,female,FALSE
49,NA,6,7,26,145,8,10,30,18.125,6,19,FALSE,FALSE,FALSE,FALSE,TX,town,highest,TRUE,male,FALSE
NA,NA,3,6,6,215,13,10,25,16.538461538,7,16,FALSE,FALSE,FALSE,FALSE,CA,suburb,highest,TRUE,female,FALSE
36,NA,NA,NA,0,15,1,15,15,15,1,12,FALSE,FALSE,FALSE,FALSE,AZ,suburb,highest,NA,female,FALSE
NA,NA,2,7,1,96,11,3,11,8.7272727273,3,14,FALSE,FALSE,FALSE,FALSE,AZ,suburb,highest,NA,female,FALSE
60,NA,7,7,6,93,7,5,21,13.285714286,7,20,FALSE,FALSE,FALSE,FALSE,IL,suburb,average,TRUE,male,FALSE
46,2,5,NA,0,101,5,15,25,20.2,3,15,FALSE,FALSE,FALSE,FALSE,WI,rural,average,TRUE,male,FALSE
34,NA,6,NA,0,37,3,5,17,12.333333333,3,14,FALSE,FALSE,FALSE,FALSE,WY,NA,NA,TRUE,male,FALSE
63,NA,1,7,39,101,8,3,25,12.625,7,14,FALSE,FALSE,FALSE,FALSE,MI,rural,average,NA,female,FALSE
NA,NA,1,4,0,15,1,15,15,15,1,12,FALSE,FALSE,FALSE,FALSE,TN,urban,average,NA,male,FALSE
51,NA,4,7,0,86,6,10,26,14.333333333,6,18,FALSE,FALSE,FALSE,FALSE,TX,town,highest,NA,female,FALSE
34,NA,6,8,2,233,11,10,50,21.181818182,7,19,FALSE,FALSE,FALSE,FALSE,CA,city,highest,TRUE,female,FALSE
NA,NA,4,8,1,63,6,5,15,10.5,5,23,FALSE,TRUE,FALSE,FALSE,FL,suburb,highest,TRUE,male,FALSE
49,1,7,9,8,31,3,5,15,10.333333333,2,11,FALSE,FALSE,FALSE,FALSE,IL,city,highest,TRUE,female,FALSE
88,NA,4,7,1,171,16,5,20,10.6875,9,22,TRUE,FALSE,FALSE,FALSE,LA,NA,NA,TRUE,male,FALSE
58,NA,5,6,1,25,1,25,25,25,1,12,FALSE,FALSE,FALSE,FALSE,LA,town,average,TRUE,male,FALSE
85,NA,3,8,12,120,13,5,10,9.2307692308,7,12,FALSE,FALSE,FALSE,FALSE,MN,town,average,TRUE,male,FALSE
45,1,7,NA,0,89,9,5,15,9.8888888889,10,16,FALSE,FALSE,FALSE,FALSE,MI,town,highest,TRUE,male,FALSE
83,NA,3,5,0,40,4,5,15,10,3,17,FALSE,FALSE,FALSE,FALSE,AZ,city,average,NA,male,FALSE
NA,NA,2,5,2,56,17,2,8,3.2941176471,7,14,FALSE,FALSE,FALSE,FALSE,NC,rural,lowest,TRUE,male,FALSE
NA,NA,NA,NA,0,40,1,40,40,40,1,17,FALSE,FALSE,FALSE,FALSE,CA,town,average,NA,male,FALSE
71,NA,4,8,0,109,9,5,20,12.111111111,8,20,FALSE,FALSE,FALSE,FALSE,TX,city,highest,NA,female,FALSE
73,NA,5,NA,0,94,10,5,12,9.4,5,14,FALSE,FALSE,FALSE,FALSE,SC,town,average,TRUE,male,FALSE
73,NA,3,4,2,174,12,10,18,14.5,7,21,FALSE,FALSE,FALSE,FALSE,CA,town,average,TRUE,male,FALSE
NA,2,4,8,0,20,1,20,20,20,1,14,FALSE,FALSE,FALSE,FALSE,CA,suburb,highest,TRUE,female,FALSE
84,NA,NA,NA,0,85.25,36,1,5,2.3680555556,11,21,FALSE,FALSE,FALSE,FALSE,TN,town,lowest,NA,female,FALSE
59,NA,4,4,16,53,6,3,20,8.8333333333,6,13,FALSE,FALSE,FALSE,FALSE,NC,city,average,TRUE,female,FALSE
81,NA,5,4,8,158,14,3,15,11.285714286,10,22,TRUE,FALSE,FALSE,FALSE,CA,city,average,TRUE,female,FALSE
NA,NA,7,6,3,50,6,5,11,8.3333333333,4,11,FALSE,FALSE,FALSE,FALSE,MI,suburb,average,NA,female,FALSE
89,NA,4,4,1,90,15,2,15,6,11,2,TRUE,FALSE,FALSE,FALSE,WA,city,average,TRUE,male,FALSE
88,NA,1,4,6,261,24,3,15,10.875,7,13,FALSE,FALSE,FALSE,TRUE,IL,suburb,average,NA,female,TRUE
51,NA,4,3,1,82.06,10,0.06,15,8.206,9,12,FALSE,FALSE,FALSE,FALSE,TX,urban,average,NA,male,FALSE
60,NA,2,NA,0,71,6,5,16,11.833333333,7,16,FALSE,FALSE,FALSE,FALSE,LA,rural,lowest,NA,female,FALSE
NA,1,1,NA,0,70,5,10,20,14,7,12,FALSE,FALSE,FALSE,FALSE,SC,city,lowest,NA,female,TRUE
NA,NA,NA,NA,0,222,7,5,50,31.714285714,6,14,FALSE,FALSE,FALSE,FALSE,WI,city,average,NA,NA,FALSE
NA,NA,NA,NA,0,148,22,3,10,6.7272727273,11,15,FALSE,FALSE,FALSE,FALSE,CA,suburb,average,NA,male,FALSE
53,NA,3,5,1,43,6,3,15,7.1666666667,11,21,FALSE,FALSE,FALSE,FALSE,SC,rural,average,TRUE,male,FALSE
NA,NA,NA,NA,0,20,1,20,20,20,1,13,FALSE,FALSE,FALSE,FALSE,GA,town,highest,NA,female,FALSE
67,NA,3,3,5,47,5,5,16,9.4,7,22,FALSE,FALSE,FALSE,FALSE,MI,rural,average,TRUE,female,FALSE
46,1,6,7,1,151,21,3,13,7.1904761905,11,13,FALSE,FALSE,FALSE,FALSE,MO,suburb,average,TRUE,male,FALSE
67,NA,5,3,4,90,16,3,9,5.625,9,0,FALSE,FALSE,FALSE,TRUE,MN,rural,average,NA,male,FALSE
48,NA,3,0,15,54,4,5,21,13.5,6,19,FALSE,FALSE,FALSE,FALSE,CO,city,average,TRUE,male,FALSE
NA,NA,NA,NA,0,62,5,10,22,12.4,2,6,FALSE,FALSE,TRUE,FALSE,FL,suburb,lowest,NA,female,FALSE
72,NA,5,9,4,152,12,3,20,12.666666667,8,21,FALSE,FALSE,FALSE,FALSE,GA,town,highest,TRUE,female,FALSE
44,2,4,NA,0,28,3,4,16,9.3333333333,2,14,FALSE,FALSE,FALSE,FALSE,LA,urban,lowest,TRUE,female,FALSE
71,NA,1,6,21,62,12,5,7,5.1666666667,3,17,FALSE,FALSE,FALSE,FALSE,MI,suburb,average,TRUE,female,FALSE
NA,NA,7,NA,0,215,7,10,50,30.714285714,3,15,FALSE,FALSE,FALSE,FALSE,WA,city,highest,NA,female,TRUE
36,NA,NA,NA,0,167,9,0,26,18.555555556,9,3,FALSE,FALSE,TRUE,FALSE,SC,town,average,NA,male,FALSE
72,NA,7,9,1,119,8,2,25,14.875,9,12,FALSE,FALSE,FALSE,FALSE,UT,suburb,highest,TRUE,male,FALSE
96,NA,2,NA,0,150,3,50,50,50,5,16,FALSE,FALSE,FALSE,FALSE,SC,town,average,NA,male,FALSE
53,NA,4,8,11,88,17,3,11,5.1764705882,5,14,FALSE,FALSE,FALSE,FALSE,MI,city,highest,TRUE,female,FALSE
40,1,6,9,1,66,3,5,50,22,3,14,FALSE,FALSE,FALSE,FALSE,CA,urban,highest,TRUE,male,FALSE
60,NA,2,8,3,110,5,15,30,22,8,20,FALSE,FALSE,FALSE,FALSE,TX,city,highest,NA,female,FALSE
73,NA,3,8,28,154,19,1,25,8.1052631579,11,17,FALSE,FALSE,FALSE,FALSE,CA,suburb,average,TRUE,male,FALSE
72,NA,3,8,31,51,2,15,36,25.5,1,16,FALSE,FALSE,TRUE,FALSE,FL,suburb,average,TRUE,female,FALSE
NA,NA,NA,NA,0,70,5,10,20,14,5,22,FALSE,FALSE,FALSE,FALSE,TX,suburb,average,NA,male,FALSE
41,NA,3,4,2,318,46,5,13,6.9130434783,11,13,TRUE,FALSE,FALSE,FALSE,MN,suburb,lowest,TRUE,female,FALSE
NA,NA,1,2,6,103,9,5,20,11.444444444,3,19,FALSE,FALSE,FALSE,FALSE,LA,rural,lowest,TRUE,male,FALSE
54,1,4,NA,0,45,9,3,7,5,3,14,FALSE,FALSE,FALSE,FALSE,SD,rural,lowest,TRUE,female,FALSE
NA,NA,2,1,1,20,1,20,20,20,1,15,FALSE,FALSE,FALSE,FALSE,IL,rural,lowest,NA,female,FALSE
80,NA,NA,NA,0,92,27,2,8,3.4074074074,11,11,FALSE,FALSE,FALSE,FALSE,IN,suburb,average,NA,female,TRUE
NA,NA,4,NA,0,45,8,5,10,5.625,5,14,FALSE,FALSE,FALSE,FALSE,KS,town,average,NA,female,FALSE
55,NA,NA,NA,0,239,12,5,29,19.916666667,9,17,FALSE,FALSE,FALSE,FALSE,FL,town,average,NA,male,FALSE
NA,NA,4,4,3,128,10,3,20,12.8,9,16,FALSE,FALSE,FALSE,FALSE,AZ,city,average,TRUE,female,FALSE
95,NA,5,5,11,216,11,10,30,19.636363636,7,20,TRUE,FALSE,FALSE,FALSE,GA,suburb,average,TRUE,male,FALSE
44,NA,5,8,0,753,13,10,150,57.923076923000004,8,2,TRUE,FALSE,FALSE,FALSE,IL,urban,highest,TRUE,female,FALSE
NA,NA,2,NA,0,61,8,5,10,7.625,6,13,FALSE,FALSE,FALSE,FALSE,GA,rural,average,NA,male,FALSE
NA,NA,NA,NA,0,69,9,3,10,7.6666666667,3,12,FALSE,FALSE,FALSE,FALSE,CA,urban,highest,NA,female,TRUE
58,NA,5,8,0,157,11,10,25,14.272727273,11,15,FALSE,FALSE,FALSE,FALSE,WI,suburb,highest,NA,NA,FALSE
72,NA,2,NA,0,53,5,3,20,10.6,2,14,FALSE,FALSE,FALSE,FALSE,OR,suburb,highest,TRUE,female,FALSE
40,1,5,1,0,25,1,25,25,25,1,12,FALSE,FALSE,FALSE,FALSE,CA,urban,average,TRUE,male,FALSE
31,NA,NA,NA,0,40,2,20,20,20,2,14,FALSE,FALSE,FALSE,FALSE,FL,urban,average,NA,female,FALSE
38,2,6,NA,0,75,8,3,15,9.375,6,11,FALSE,FALSE,FALSE,FALSE,CO,suburb,highest,TRUE,female,FALSE
NA,NA,NA,NA,0,225,9,25,25,25,1,5,TRUE,FALSE,FALSE,FALSE,CA,urban,highest,NA,female,FALSE
NA,NA,NA,NA,0,15,1,15,15,15,1,12,FALSE,FALSE,FALSE,FALSE,WA,suburb,average,NA,female,FALSE
65,NA,NA,NA,0,117,8,5,25,14.625,3,1,FALSE,FALSE,FALSE,TRUE,MN,town,average,NA,female,FALSE
82,NA,1,5,0,220,4,50,60,55,3,8,TRUE,FALSE,FALSE,FALSE,HI,town,average,NA,male,FALSE
NA,NA,NA,NA,0,20,1,20,20,20,1,15,FALSE,FALSE,FALSE,FALSE,GA,town,lowest,NA,female,FALSE
66,NA,2,NA,0,20,1,20,20,20,1,16,FALSE,FALSE,FALSE,FALSE,FL,rural,lowest,TRUE,female,FALSE
66,NA,3,NA,0,124,11,5,20,11.272727273,11,19,FALSE,FALSE,FALSE,FALSE,WA,city,lowest,TRUE,male,FALSE
NA,NA,NA,NA,0,62,4,10,21,15.5,5,16,FALSE,FALSE,FALSE,FALSE,AK,town,highest,NA,male,FALSE
74,NA,5,3,1,101,6,10,27,16.833333333,9,18,FALSE,FALSE,FALSE,FALSE,NV,suburb,lowest,TRUE,female,FALSE
NA,NA,2,3,1,77,9,5,11,8.5555555556,7,12,FALSE,FALSE,FALSE,FALSE,UT,town,average,TRUE,male,FALSE
NA,NA,NA,NA,0,90,13,3,9,6.9230769231,5,14,FALSE,FALSE,FALSE,FALSE,CA,rural,average,NA,NA,FALSE
NA,NA,NA,NA,0,92,18,2,7,5.1111111111,8,13,FALSE,FALSE,FALSE,FALSE,FL,city,lowest,NA,NA,FALSE
NA,NA,1,4,0,322.25,72,1,20,4.4756944444,9,0,TRUE,FALSE,FALSE,TRUE,OK,NA,NA,NA,female,FALSE
52,NA,5,7,5,102,10,5,20,10.2,9,12,FALSE,FALSE,FALSE,FALSE,CO,suburb,highest,NA,male,FALSE
86,NA,2,2,2,70,7,5,15,10,6,15,FALSE,FALSE,FALSE,FALSE,IL,town,lowest,TRUE,female,FALSE
49,1,3,6,1,128,14,3,56,9.1428571429,7,22,FALSE,FALSE,FALSE,FALSE,LA,urban,average,TRUE,female,FALSE
84,NA,2,5,0,158,12,5,20,13.166666667,9,14,FALSE,FALSE,FALSE,FALSE,CA,city,average,TRUE,female,FALSE
NA,NA,4,9,0,102,13,5,12,7.8461538462,11,14,FALSE,FALSE,FALSE,FALSE,IN,suburb,average,TRUE,NA,FALSE
NA,NA,3,1,0,58,5,7,15,11.6,3,14,FALSE,FALSE,FALSE,FALSE,HI,town,average,NA,female,FALSE
43,NA,4,3,1,50,3,10,20,16.666666667,6,14,FALSE,FALSE,FALSE,FALSE,CA,town,average,TRUE,female,FALSE
55,1,3,7,0,20,1,20,20,20,1,11,FALSE,FALSE,FALSE,FALSE,NC,suburb,average,TRUE,female,FALSE
81,NA,NA,NA,0,128,17,1,12,7.5294117647,8,12,FALSE,FALSE,FALSE,FALSE,CA,urban,highest,NA,female,FALSE
79,NA,5,5,8,24,4,3,10,6,2,12,FALSE,FALSE,FALSE,FALSE,MN,town,average,TRUE,female,FALSE
44,NA,2,NA,0,182,18,10,12,10.111111111,11,15,FALSE,FALSE,FALSE,FALSE,GA,rural,average,NA,male,FALSE
85,NA,4,9,3,139,16,5,12,8.6875,10,12,FALSE,FALSE,FALSE,FALSE,FL,town,highest,TRUE,male,FALSE
22,1,4,8,5,40,4,6,14,10,2,14,FALSE,FALSE,FALSE,FALSE,FL,city,highest,TRUE,female,FALSE
82,NA,5,NA,0,218,18,5,16,12.111111111,11,5,FALSE,FALSE,FALSE,FALSE,WI,town,average,NA,female,FALSE
NA,NA,NA,NA,0,122,13,3,20,9.3846153846,6,3,FALSE,FALSE,FALSE,TRUE,IL,suburb,average,NA,male,TRUE
62,NA,3,9,1,62,6,3,20,10.333333333,8,20,FALSE,FALSE,FALSE,FALSE,FL,town,highest,TRUE,male,FALSE
51,3,5,7,16,111,12,5,16,9.25,7,22,FALSE,FALSE,TRUE,FALSE,MI,suburb,average,TRUE,male,FALSE
85,NA,1,2,1,164,20,4,15,8.2,11,17,FALSE,FALSE,FALSE,FALSE,IL,town,average,TRUE,female,FALSE
38,NA,NA,NA,0,135,5,10,40,27,5,12,FALSE,FALSE,FALSE,FALSE,IN,suburb,lowest,NA,female,FALSE
93,NA,1,4,4,180,10,3,50,18,5,21,FALSE,FALSE,FALSE,FALSE,FL,city,average,NA,NA,FALSE
